name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Genoa,Italy",2022-03-15,14.6,1.7,11.9,14.6,0.1,11.7,4.1,59.5,0,0,0,rain,0,0,25.2,29.3,44,1032.5,67.7,10.6,128.5,11.1,5,10,2022-03-15T06:36:53,2022-03-15T18:30:13,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9691,16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-03-16,13.9,3.2,12.6,13.9,1.8,12.5,9.4,81.5,0.031,100,8.33,rain,0,0,25.2,24,119.4,1025.4,92.6,11.2,100.9,8.7,4,10,2022-03-16T06:35:03,2022-03-16T18:31:29,0.44,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-03-17,16.6,3.2,12,16.6,-2.8,11,6.2,70.1,0.003,100,4.17,rain,0,0,47.9,35.3,21.9,1023.7,28.2,11.3,64.4,5.5,3,10,2022-03-17T06:33:13,2022-03-17T18:32:45,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-03-18,17.7,12.7,14.9,17.7,12.7,14.9,0.5,39.2,0,0,0,,0,0,61.2,35.2,35.6,1027.7,57.2,9.7,115.4,10,4,10,2022-03-18T06:31:23,2022-03-18T18:34:01,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-03-19,17.6,11.7,14.2,17.6,11.7,14.2,-2.6,32.7,0,0,0,,0,0,53.6,37.1,30.9,1029.9,39.1,10,205.6,17.9,7,10,2022-03-19T06:29:33,2022-03-19T18:35:16,0.54,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-03-20,16.9,6.9,11.8,16.9,2.9,10.6,-2.6,37.9,0,0,0,,0,0,42.1,26,27.4,1032.4,30.9,10,212.3,18.4,7,10,2022-03-20T06:27:42,2022-03-20T18:36:32,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-03-21,14.7,8.6,11.5,14.7,5.6,10.6,-5.1,31.2,0,0,0,,0,0,25.6,22.4,45.2,1033.9,17,10,200.1,17.3,6,10,2022-03-21T06:25:52,2022-03-21T18:37:47,0.61,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-03-22,17.7,0.6,11.7,17.7,-5.9,10.5,-4.6,33.4,0,0,0,,0,0,27.4,31.7,42.6,1032.6,0.4,10.6,221.3,19.2,7,10,2022-03-22T06:24:01,2022-03-22T18:39:02,0.65,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-03-23,20.6,9.6,14.7,20.6,6.3,14.3,-5.7,24.4,0,0,0,,0,0,34.2,29.6,30.1,1029.4,0,10,222.5,19.3,7,10,2022-03-23T06:22:10,2022-03-23T18:40:17,0.68,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-03-24,15.1,10,13.8,15.1,8.4,13.7,1.1,44.9,0,0,0,,0,0,16.6,24.1,41.6,1026.6,0,10,228.9,19.9,7,10,2022-03-24T06:20:19,2022-03-24T18:41:32,0.72,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-03-25,15,7.7,12.3,15,7.7,12.3,0.4,44.7,0,0,0,,0,0,12.6,7.7,258.7,1025.8,48.6,10,215.8,18.7,7,10,2022-03-25T06:18:29,2022-03-25T18:42:46,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-03-26,16.9,9,13.3,16.9,8.5,13.3,2,48.8,0,0,0,,0,0,17.6,16.6,52.3,1025,22.8,10,222.3,19.2,8,10,2022-03-26T06:16:38,2022-03-26T18:44:01,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-03-27,20.9,12.9,17.5,20.9,12.9,17.5,-1.8,27.2,0,0,0,,0,0,40,27.7,35.3,1025.2,62.8,10,161.8,13.3,6,10,2022-03-27T07:14:47,2022-03-27T19:45:15,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-03-28,19.6,14,16.4,19.6,14,16.4,0.8,36.2,0,0,0,,0,0,18.7,29.6,41,1023.3,0.1,10,219.8,19,7,10,2022-03-28T07:12:57,2022-03-28T19:46:30,0.86,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-03-29,13.9,10.9,13,13.9,10.9,13,5.8,65,0,0,0,,0,0,31.7,18.4,136.6,1015.5,46.9,10,188.9,16.4,7,10,2022-03-29T07:11:07,2022-03-29T19:47:44,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-03-30,13.9,11.8,12.7,13.9,11.8,12.7,9,78.6,6.616,100,8.33,rain,0,0,25.6,16.5,32.3,1004.1,86.6,8.3,57.8,4.9,2,10,2022-03-30T07:09:16,2022-03-30T19:48:58,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-03-31,17.6,11.7,13.5,17.6,11.7,13.5,8.1,70.8,3.648,100,16.67,rain,0,0,41,24.1,25.5,992.5,58.4,9.8,146.3,12.8,7,10,2022-03-31T07:07:27,2022-03-31T19:50:13,0.97,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-04-01,13.9,9.9,12.3,13.9,7.1,12.2,6.9,70.4,1.08,100,8.33,rain,0,0,59.4,40.6,150.3,991.5,63.8,10,162.9,13.9,6,10,2022-04-01T07:05:37,2022-04-01T19:51:27,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-04-02,9.9,5.7,8.3,9.3,1.9,6,2.2,66.3,1.333,100,12.5,"rain,snow",0,0,56.5,36.9,91.9,998.5,72.3,10,189.7,16.4,9,10,2022-04-02T07:03:47,2022-04-02T19:52:41,0.04,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-04-03,11.9,7.9,9.9,11.9,4.7,8.8,2.3,59.7,0.005,100,8.33,rain,0,0,20.5,20.5,69.4,1011.9,58.7,10,171.6,14.8,8,10,2022-04-03T07:01:58,2022-04-03T19:53:55,0.07,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-04-04,12.8,5.9,10,12.8,4.3,9.5,4.3,68,0.017,100,4.17,rain,0,0,22,14.7,126.7,1016.7,34.6,10,154,13.2,6,10,2022-04-04T07:00:10,2022-04-04T19:55:09,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-04-05,13,6.9,10.7,13,6.2,10.4,5,68.3,0,0,0,,0,0,23.4,13,159.3,1013.9,20,10,256.6,22.2,8,10,2022-04-05T06:58:21,2022-04-05T19:56:23,0.13,Clear,Partly cloudy throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-04-06,13.9,9,11.6,13.9,7.9,11.4,6.5,71.5,0,0,0,,0,0,15.5,11.2,155.2,1010.4,35.1,10,207.8,18,8,10,2022-04-06T06:56:33,2022-04-06T19:57:37,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-04-07,15,10.8,12.6,15,10.8,12.6,8.1,74.4,0,0,0,rain,0,0,34.6,29.8,120.2,1006.5,63.9,10,230.8,19.8,8,10,2022-04-07T06:54:45,2022-04-07T19:58:51,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9691,16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-04-08,16.8,11,14.4,16.8,11,14.4,11.3,82,0,0,0,rain,0,0,49.7,46.2,118.8,1004.7,55.1,9.5,176.2,15.2,8,10,2022-04-08T06:52:58,2022-04-08T20:00:05,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9691,16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-04-09,19.7,12.8,15.3,19.7,12.8,15.3,4.3,58.9,0,0,0,rain,0,0,58,33.2,37,1002,44.8,9.7,246.8,21.2,8,10,2022-04-09T06:51:12,2022-04-09T20:01:19,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-04-10,16.9,7.9,12,16.9,5,11.2,0,45.8,0,0,0,,0,0,31,40.7,57.5,1017,6.4,10,279.8,24.1,9,10,2022-04-10T06:49:25,2022-04-10T20:02:33,0.29,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-04-11,13.9,8.9,11.8,13.9,8.4,11.7,4.6,61.6,0,0,0,,0,0,20.2,11.3,146.8,1021.6,23.7,10,269.2,23.4,9,10,2022-04-11T06:47:40,2022-04-11T20:03:47,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-04-12,15,9,12.4,15,8.5,12.4,4.1,56.9,0,0,0,,0,0,22.7,7.7,214.4,1020.1,48.5,10,241.7,21,8,10,2022-04-12T06:45:55,2022-04-12T20:05:01,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-04-13,18.9,11,14.7,18.9,11,14.7,6.8,59.4,0,0,0,,0,0,15.1,18.4,89.9,1017.3,80.4,10,246.8,21.4,7,10,2022-04-13T06:44:10,2022-04-13T20:06:15,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-04-14,24.6,13.9,17.8,24.6,13.9,17.8,5.7,47,0,0,0,,0,0,30.6,31.8,53.5,1016.9,32,10,264,22.9,8,10,2022-04-14T06:42:27,2022-04-14T20:07:29,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-04-15,20.7,16,17.3,20.7,16,17.3,8.3,58.8,0,0,0,,0,0,18,29.5,60,1017.1,29.8,10,269.4,23.2,8,10,2022-04-15T06:40:44,2022-04-15T20:08:43,0.46,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-04-16,20,14,17.8,20,14,17.8,9.4,58.8,0,0,0,,0,0,27.7,33.4,58.9,1014.3,18.3,10,250.8,21.5,9,10,2022-04-16T06:39:01,2022-04-16T20:09:57,0.5,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-04-17,21.9,12.9,16.9,21.9,12.9,16.9,3.5,42.8,0,0,0,,0,0,29.2,29.5,30,1016.6,25.5,10,281.5,24.2,9,10,2022-04-17T06:37:20,2022-04-17T20:11:11,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-04-18,15.9,11.9,13.8,15.9,11.9,13.8,4.6,55.2,0,0,0,,0,0,27.4,20.5,204.9,1014.8,12.3,10,278.8,23.9,9,10,2022-04-18T06:35:39,2022-04-18T20:12:25,0.56,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-04-19,14.9,11,13.3,14.9,11,13.3,9.3,76.6,0,0,0,,0,0,29.5,25.9,122.6,1011.3,70.4,10,214.5,18.7,9,10,2022-04-19T06:33:59,2022-04-19T20:13:39,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-04-20,15.9,13.7,14.9,15.9,13.7,14.9,10.5,75.1,0.019,100,4.17,rain,0,0,22,22.3,126.6,1010.6,74.7,10,123,10.7,5,10,2022-04-20T06:32:19,2022-04-20T20:14:52,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-04-21,17.5,11.8,14.2,17.5,11.8,14.2,8.6,69.6,4.907,100,12.5,rain,0,0,40.7,26.1,26.7,1006.1,76.6,9.8,44.6,4,2,10,2022-04-21T06:30:41,2022-04-21T20:16:06,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-04-22,16.7,10.9,14,16.7,10.9,14,8.6,70.2,0.834,100,12.5,rain,0,0,43.6,27.8,39.2,1000.9,74.8,10,139.7,12,5,10,2022-04-22T06:29:04,2022-04-22T20:17:20,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-04-23,15.7,13.8,14.6,15.7,13.8,14.6,12.2,85.8,2.341,100,8.33,rain,0,0,68.4,42.4,142.2,1005,77.9,9.6,88.9,7.6,5,10,2022-04-23T06:27:27,2022-04-23T20:18:34,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-04-24,14.9,10.9,12.7,14.9,10.9,12.7,9.3,80.2,19.265,100,12.5,rain,0,0,76,53.5,144.5,1004.8,76.5,9.3,119.2,10.3,5,10,2022-04-24T06:25:52,2022-04-24T20:19:47,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-04-25,15.9,12.9,14.2,15.9,12.9,14.2,11.3,82.4,0.006,100,4.17,rain,0,0,30.2,24,123.4,1009.7,66.2,10,204.2,17.7,8,10,2022-04-25T06:24:17,2022-04-25T20:21:01,0.81,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-04-26,14.9,14.6,14.8,14.9,14.6,14.8,12.7,87.3,0.052,100,8.33,rain,0,0,30.2,25.8,123.5,1013.8,72.9,9.7,33.3,2.7,1,10,2022-04-26T06:22:44,2022-04-26T20:22:14,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D9691,16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-04-27,17,12,15,17,12,15,11.5,79.8,0.018,100,4.17,rain,0,0,13.7,12.9,208.1,1017.2,44.2,10,292.4,25.2,9,10,2022-04-27T06:21:11,2022-04-27T20:23:28,0.88,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-04-28,24.6,14,18.3,24.6,14,18.3,8.6,56.5,0,0,0,,0,0,27.7,29.3,28.1,1020,16.5,10,294.1,25.5,9,10,2022-04-28T06:19:40,2022-04-28T20:24:41,0.91,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-04-29,24.7,13.9,18.1,24.7,13.9,18.1,7.8,53.8,0,0,0,,0,0,18.4,27.5,62.2,1021.7,22.4,10,289.6,25,9,10,2022-04-29T06:18:10,2022-04-29T20:25:54,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-04-30,18.8,13,16.3,18.8,13,16.3,7.2,55.2,0,0,0,rain,0,0,14,9.4,279.6,1018.7,44.1,10,192.8,16.7,7,10,2022-04-30T06:16:41,2022-04-30T20:27:07,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-05-01,17.9,14.9,16.6,17.9,14.9,16.6,9,61.3,0.439,100,12.5,rain,0,0,21.2,25.9,29.6,1015,33.6,10,246.9,21.2,9,10,2022-05-01T06:15:13,2022-05-01T20:28:20,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-05-02,17.9,13,15.8,17.9,13,15.8,10.2,69.3,0,0,0,,0,0,15.5,14.7,275.1,1013.5,22.3,10,264.7,22.8,9,10,2022-05-02T06:13:47,2022-05-02T20:29:32,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-05-03,17.9,13,16.1,17.9,13,16.1,10.1,67.8,0.003,100,4.17,rain,0,0,17.3,20.4,358.4,1013.9,54.1,10,196.5,16.9,7,10,2022-05-03T06:12:22,2022-05-03T20:30:44,0.08,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-05-04,17.6,13.9,16.6,17.6,13.9,16.6,11.7,73.8,0,0,0,rain,0,0,23.4,18.3,109.9,1016.7,54.2,10,193,16.5,7,10,2022-05-04T06:10:58,2022-05-04T20:31:56,0.12,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"D9691,16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-05-05,16.8,13.9,15.8,16.8,13.9,15.8,10.4,70.7,1.196,100,8.33,rain,0,0,13.7,11.2,80.5,1018.2,74.1,10,85.9,7.4,3,10,2022-05-05T06:09:35,2022-05-05T20:33:08,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-05-06,18.6,13.9,16,18.6,13.9,16,11.1,73.5,1.3,100,16.67,rain,0,0,33.5,24.2,24.2,1015.9,72.6,10,64.4,5.7,3,10,2022-05-06T06:08:14,2022-05-06T20:34:20,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-05-07,22.6,15.7,18.5,22.6,15.7,18.5,10.6,61,0.774,100,12.5,rain,0,0,32.8,24.2,29.5,1016,58,10,129.9,11.3,5,10,2022-05-07T06:06:55,2022-05-07T20:35:31,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-05-08,24.9,16.9,20.2,24.9,16.9,20.2,11.2,57.1,0.036,100,8.33,rain,0,0,35.3,24.1,27.5,1017,49.3,10,170.8,14.6,7,10,2022-05-08T06:05:37,2022-05-08T20:36:41,0.25,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-05-09,24.6,16.9,19.8,24.6,16.9,19.8,12.2,62.2,2.755,100,8.33,rain,0,0,32.4,29.5,36,1020.5,26.8,10,273.9,23.6,9,10,2022-05-09T06:04:20,2022-05-09T20:37:52,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-05-10,22.6,17.9,19.1,22.6,17.9,19.1,12.9,67.5,0.017,100,4.17,rain,0,0,13.7,25.8,83.1,1020.9,12.6,10,315.2,27,9,10,2022-05-10T06:03:05,2022-05-10T20:39:02,0.31,Rain,Clear conditions throughout the day with morning rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-05-11,19,16,17.8,19,16,17.8,13.7,77.2,0,0,0,,0,0,14,25.8,127.8,1021,28.2,10,287,24.7,9,10,2022-05-11T06:01:51,2022-05-11T20:40:11,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-05-12,19,17.8,18.1,19,17.8,18.1,15.8,86.8,0,0,0,,0,0,28.1,24.1,136.4,1022.3,46.3,10,312.8,27,9,10,2022-05-12T06:00:39,2022-05-12T20:41:20,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-05-13,18.9,16,17.8,18.9,16,17.8,15.3,85.4,0,0,0,,0,0,27.7,20.5,129.9,1020.7,44.2,10,300.9,26,9,10,2022-05-13T05:59:29,2022-05-13T20:42:29,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-05-14,19,16,18.2,19,16,18.2,14.5,79.3,0,0,0,,0,0,15.5,9.3,136.6,1019.3,56.2,10,309.3,26.9,9,10,2022-05-14T05:58:20,2022-05-14T20:43:37,0.44,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-05-15,20,16,18.3,20,16,18.3,15.2,82.2,0,0,0,,0,0,15.5,9.4,219.9,1018.9,60.3,10,266.1,23,9,10,2022-05-15T05:57:13,2022-05-15T20:44:44,0.48,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-05-16,20.9,16,18.7,20.9,16,18.7,14.7,77.6,0,0,0,,0,0,14,9.4,213.3,1019.8,46.7,10,306.7,26.6,9,10,2022-05-16T05:56:08,2022-05-16T20:45:50,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9691,16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-05-17,21,17,19.6,21,17,19.6,15.1,75.7,0,0,0,,0,0,14.4,9.4,214.5,1018.7,19.5,10,320.3,27.8,9,10,2022-05-17T05:55:05,2022-05-17T20:46:56,0.54,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-05-18,23.1,17,20.7,23.1,17,20.7,16.2,75.7,0,0,0,rain,0,0,15.8,11.1,236.4,1019.2,24.8,10,297.2,25.6,9,30,2022-05-18T05:54:03,2022-05-18T20:48:02,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-05-19,28.6,20.9,22.7,28.3,20.9,22.6,15,63.6,0,0,0,rain,0,0,34.9,22.3,78.8,1024,56.7,10,308,26.9,8,10,2022-05-19T05:53:04,2022-05-19T20:49:06,0.61,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-05-20,21.8,19,20.7,21.8,19,20.7,16.1,75.7,0,0,0,,0,0,12.6,22.2,139.6,1025.8,30.8,10,312,27.1,9,10,2022-05-20T05:52:06,2022-05-20T20:50:10,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-05-21,21,19,20.6,21,19,20.6,17.8,84.6,0,0,0,,0,0,29.2,18.3,131,1020.1,50.8,10,247.9,21.4,9,10,2022-05-21T05:51:10,2022-05-21T20:51:12,0.68,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-05-22,21,20,20.5,21,20,20.5,18,85.6,0.002,100,4.17,rain,0,0,24.1,16.4,123.7,1014.2,84.1,9.9,221.5,19.2,8,10,2022-05-22T05:50:16,2022-05-22T20:52:14,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-05-23,21,18.9,20.5,21,18.9,20.5,18,85.8,0,0,0,,0,0,29.5,18.4,148.6,1009.6,42.2,10,262.8,22.8,9,10,2022-05-23T05:49:24,2022-05-23T20:53:15,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-05-24,21.9,20.8,21,21.9,20.8,21,19.3,89.8,0.002,100,4.17,rain,0,0,38.2,38.7,132.4,1006.7,63.1,9.8,221.5,19.2,10,10,2022-05-24T05:48:34,2022-05-24T20:54:15,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-05-25,22.9,20.9,21.7,22.9,20.9,21.7,18.6,82.5,0.035,100,4.17,rain,0,0,23.4,24,139.6,1011.6,47.2,10,190.5,16.5,7,10,2022-05-25T05:47:46,2022-05-25T20:55:14,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
